(0,0,0),00,1162
07,18
08,19
09,9
10,13
11,6
12,7
13,13
14,14
15,16
16,11
17,15
18,8
19,7
20,21
21,13
22,14
(0,3,3),00,1140
01,10
02,10
03,10
04,6
05,14
06,40
07,17
08,18
09,14
10,9
11,13
12,13
13,10
14,9
15,20
16,13
17,13
18,8
19,6
20,9
21,14
22,14
(1,0,0),00,1045
01,8
02,11
03,10
04,13
05,15
06,30
07,14
08,8
09,11
10,8
11,10
12,12
13,13
14,11
15,11
16,18
17,9
18,10
19,11
20,10
21,17
22,19
(1,0,1),00,1081
01,5
02,11
03,16
04,8
05,17
06,29
07,10
08,11
09,14
10,9
11,15
12,16
13,10
14,12
15,12
16,14
17,13
18,9
19,8
20,8
21,19
22,17
(1,0,2),00,1091
01,6
02,8
03,7
04,11
05,15
06,45
07,11
08,12
09,13
10,18
11,17
12,8
13,14
14,12
15,12
16,13
17,14
18,15
19,10
20,22
21,15
22,16
(1,0,3),00,1113
01,10
02,12
03,12
04,4
05,21
06,40
07,20
08,8
09,10
10,14
11,9
12,5
13,8
14,11
15,21
16,19
17,12
18,12
19,14
20,12
21,19
22,15
(1,1,0),00,1088
01,12
02,8
03,9
04,8
05,17
06,26
07,16
08,14
09,14
10,6
11,11
12,10
13,15
14,13
15,19
16,16
17,9
18,7
19,12
20,19
21,15
22,13
(1,1,1),00,1070
01,7
02,10
03,14
04,15
05,12
06,38
07,11
08,13
09,12
10,7
11,13
12,9
13,7
14,10
15,14
16,12
17,7
18,14
19,12
20,12
21,18
22,20
(1,1,2),00,1027
01,7
02,13
03,11
04,14
05,22
06,53
07,18
08,8
09,20
10,9
11,17
12,9
13,7
14,12
15,9
16,11
17,16
18,9
19,4
20,20
21,20
22,18
(1,1,3),00,1041
01,9
02,9
03,5
04,10
05,19
06,36
07,9
08,15
09,15
10,10
11,8
12,10
13,10
14,5
15,17
16,7
17,8
18,4
19,11
20,22
21,18
22,8
(1,2,0),00,1076
01,14
02,11
03,9
04,11
05,19
06,38
07,11
08,10
09,9
10,10
11,14
12,13
13,17
14,8
15,15
16,12
17,9
18,8
19,14
20,18
21,21
22,16
(1,2,1),00,1121
01,16
02,11
03,7
04,10
05,10
06,34
07,18
08,17
09,11
10,12
11,17
12,14
13,12
14,11
15,24
16,12
17,13
18,6
19,13
20,15
21,13
22,17
(1,2,2),00,1118
01,19
02,9
03,9
04,4
05,12
06,37
07,12
08,12
09,17
10,8
11,9
12,7
13,15
14,11
15,17
16,21
17,15
18,8
19,10
20,15
21,15
22,10
(1,2,3),00,1126
01,13
02,18
03,19
04,10
05,14
06,40
07,14
08,18
09,17
10,10
11,14
12,11
13,14
14,5
15,12
16,10
17,9
18,7
19,19
20,15
21,15
22,13
(1,3,0),00,1088
01,9
02,15
03,10
04,11
05,20
06,34
07,9
08,18
09,9
10,17
11,16
12,9
13,16
14,12
15,16
16,17
17,6
18,10
19,8
20,13
21,14
22,21
(1,3,1),00,1134
01,14
02,15
03,12
04,11
05,18
06,42
07,12
08,14
09,14
10,14
11,17
12,16
13,9
14,6
15,13
16,15
17,4
18,6
19,9
20,12
21,9
22,15
(1,3,2),00,1096
01,8
02,7
03,9
04,5
05,15
06,37
07,14
08,15
09,6
10,8
11,13
12,9
13,11
14,10
15,11
16,11
17,14
18,10
19,14
20,8
21,11
22,14
(1,3,3),00,1134
01,7
02,9
03,7
04,17
05,24
06,38
07,11
08,15
09,10
10,9
11,9
12,16
13,13
14,7
15,17
16,15
17,11
18,10
19,8
20,19
21,10
22,14
