(0,0,0),00,1097
12,9
13,8
14,5
15,9
16,20
17,9
18,13
19,8
20,13
21,15
22,13
(1,0,0),00,1060
01,15
02,11
03,9
04,11
05,17
06,37
07,11
08,11
09,15
10,6
11,11
12,7
13,20
14,14
15,20
16,18
17,11
18,10
19,7
20,10
21,20
22,9
(1,0,1),00,1131
01,8
02,19
03,14
04,11
05,16
06,32
07,9
08,17
09,8
10,6
11,10
12,15
13,17
14,16
15,20
16,14
17,8
18,14
19,10
20,17
21,12
22,14
(1,0,2),00,1064
01,12
02,9
03,7
04,16
05,18
06,46
07,15
08,12
09,14
10,11
11,9
12,11
13,15
14,11
15,16
16,15
17,7
18,10
19,9
20,9
21,19
22,15
(1,0,3),00,1088
01,12
02,8
03,12
04,9
05,15
06,41
07,8
08,19
09,12
10,10
11,12
12,8
13,12
14,12
15,14
16,17
17,10
18,10
19,10
20,14
21,22
22,13
(1,1,0),00,1139
01,15
02,12
03,14
04,15
05,22
06,34
07,12
08,21
09,9
10,11
11,12
12,13
13,13
14,11
15,14
16,13
17,11
18,4
19,17
20,13
21,20
22,9
(1,1,1),00,1155
01,11
02,11
03,5
04,13
05,11
06,46
07,18
08,13
09,13
10,11
11,12
12,16
13,8
14,15
15,14
16,18
17,13
18,9
19,8
20,11
21,8
22,20
(1,1,2),00,1112
01,7
02,14
03,12
04,6
05,11
06,36
07,15
08,18
09,8
10,12
11,9
12,15
13,11
14,13
15,13
16,7
17,9
18,13
19,14
20,11
21,17
22,9
(1,1,3),00,1101
01,14
02,8
03,9
04,9
05,12
06,46
07,24
08,25
09,8
10,12
11,11
12,8
13,10
14,5
15,13
16,13
17,10
18,10
19,15
20,21
21,18
22,18
(1,2,0),00,1042
01,6
02,5
03,5
04,10
05,24
06,50
07,11
08,13
09,9
10,9
11,11
12,14
13,13
14,9
15,13
16,14
17,12
18,9
19,15
20,10
21,19
22,11
(1,2,1),00,1125
01,5
02,14
03,11
04,9
05,15
06,41
07,17
08,16
09,8
10,16
11,14
12,12
13,15
14,11
15,18
16,12
17,15
18,11
19,13
20,21
21,15
22,13
(1,2,2),00,1098
01,5
02,12
03,14
04,8
05,20
06,37
07,17
08,16
09,7
10,12
11,15
12,18
13,9
14,16
15,11
16,13
17,9
18,13
19,11
20,11
21,15
22,11
(1,2,3),00,1151
01,6
02,11
03,10
04,10
05,22
06,33
07,14
08,14
09,9
10,12
11,9
12,10
13,16
14,10
15,18
16,13
17,13
18,8
19,15
20,17
21,22
22,15
(1,3,0),00,1082
01,12
02,12
03,13
04,7
05,14
06,38
07,9
08,22
09,11
10,7
11,17
12,10
13,14
14,14
15,12
16,9
17,12
18,12
19,14
20,9
21,15
22,26
(1,3,1),00,1127
01,17
02,9
03,11
04,11
05,14
06,45
07,16
08,15
09,17
10,6
11,15
12,14
13,12
14,10
15,14
16,12
17,10
18,4
19,14
20,17
21,17
22,16
(1,3,2),00,1106
01,13
02,16
03,10
04,6
05,18
06,50
07,17
08,15
09,5
10,13
11,12
12,9
13,10
14,11
15,18
16,17
17,14
18,12
19,10
20,17
21,9
22,13
(1,3,3),00,1169
01,10
02,13
03,8
04,12
05,21
06,46
07,12
08,17
09,10
10,11
11,13
12,10
13,15
14,11
15,16
16,9
17,13
18,10
19,15
20,16
21,19
22,8
