(0,0,0),00,29
(1,0,2),00,21
01,0
02,0
03,0
04,0
05,0
06,0
07,0
08,0
09,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,1
18,0
19,0
20,0
21,0
22,0
(1,0,3),00,28
01,0
02,1
03,0
04,0
05,0
06,2
07,1
08,0
09,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
(1,1,0),00,29
01,0
02,0
03,0
04,0
05,1
06,0
07,0
08,0
09,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,1
19,0
20,0
21,1
22,0
(1,1,1),00,24
01,0
02,0
03,0
04,1
05,1
06,0
07,1
08,1
09,0
10,1
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,2
21,1
22,0
(1,1,2),00,20
01,0
02,0
03,0
04,0
05,0
06,1
07,0
08,0
09,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
(1,1,3),00,19
01,0
02,1
03,0
04,0
05,0
06,1
07,0
08,0
09,0
10,1
11,1
12,0
13,0
14,0
15,1
16,0
17,1
18,1
19,0
20,1
21,0
22,0
(1,2,0),00,28
01,0
02,0
03,0
04,0
05,1
06,0
07,0
08,1
09,0
10,0
11,1
12,0
13,0
14,0
15,1
16,0
17,0
18,0
19,1
20,1
21,1
22,0
(1,2,1),00,12
01,0
02,0
03,0
04,2
05,1
06,0
07,1
08,0
09,0
10,0
11,0
12,0
13,0
14,0
15,1
16,0
17,0
18,0
19,0
20,1
21,0
22,0
(1,2,2),00,26
01,1
02,0
03,0
04,0
05,0
06,1
07,0
08,0
09,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
(1,2,3),00,15
01,0
02,0
03,0
04,0
05,0
06,2
07,0
08,0
09,0
10,0
11,3
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,3
21,0
22,0
(1,3,0),00,17
01,1
02,0
03,0
04,0
05,1
06,1
07,0
08,2
09,0
10,0
11,0
12,0
13,0
14,0
15,1
16,0
17,2
18,0
19,0
20,1
21,0
22,0
(1,3,1),00,24
01,1
02,0
03,0
04,0
05,0
06,1
07,1
08,0
09,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,1
18,1
19,0
20,0
21,0
22,0
(1,3,2),00,28
01,0
02,0
03,0
04,0
05,1
06,1
07,0
08,0
09,0
10,0
11,0
12,0
13,1
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
(1,3,3),00,21
01,0
02,0
03,0
04,0
05,0
06,0
07,0
08,0
09,0
10,0
11,0
12,1
13,0
14,0
15,1
16,0
17,1
18,0
19,1
20,1
21,2
22,1
